product_name,drug_varient,product_photo_url,product_photo_url,final_price,original_price,offer,is_in_stock
Onetouch Verio Flex Meter,Mfr: Lifescan Scotland Ltd,https://www.netmeds.com/images/product-v1/150x150/408327/onetouch_verio_flex_meter_0.jpg,https://www.netmeds.com/non-prescriptions/onetouch-verio-flex-meter,"Rs. 1,225.00","Rs. 1,750.00",30% OFF,True
Accu-Chek Softclix Lancets 200's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/404208/accu_chek_softclix_lancets_200_s_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-softclix-lancets-200-s,Rs. 486.00,Rs. 600.00,19% OFF,True
Accu-Chek Safe-T-Pro Uno Single-Use Lancing Device 200's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/409870/accu_chek_safe_t_pro_single_use_lancing_device_200_s_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-safe-t-pro-uno-single-use-lancing-device-200-s,"Rs. 1,958.00","Rs. 2,200.00",11% OFF,True
Accu-Chek Instant Glucometer with Free 10 Test Strips,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/893646/accu_chek_instant_glucometer_with_free_10_test_strips_0_2.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-instant-glucometer,"Rs. 1,347.63","Rs. 1,549.00",13% OFF,True
Accu-Chek Instant Test Strips 25's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/835778/accu_chek_instant_test_strips_25_s_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-instant-s-test-strips-25-s,Rs. 666.61,Rs. 749.00,11% OFF,True
Onetouch Select Plus Test Strips 10's,Mfr: Lifescan Scotland Ltd,https://www.netmeds.com/images/product-v1/150x150/896343/onetouch_select_plus_test_strips_10s_0_0.jpg,https://www.netmeds.com/non-prescriptions/onetouch-select-plus-test-strips-10-s,Rs. 300.20,Rs. 395.00,24% OFF,True
Accu-Chek Softclix Lancets 25's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/15584/accu_chek_softclix_lancets_25_s_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-softclix-lancets-25-s,Rs. 111.25,Rs. 125.00,11% OFF,True
Onetouch Verio Test Strip 10's,Mfr: Lifescan Scotland Ltd,https://www.netmeds.com/images/product-v1/150x150/408328/onetouch_verio_test_strip_10_s_0.jpg,https://www.netmeds.com/non-prescriptions/onetouch-verio-test-strip-10-s,Rs. 347.60,Rs. 395.00,12% OFF,True
AccuSure Simple Gluco Meter with 25 Strips,Mfr: Microgene Diagnostic Systems Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/857447/accusure_simple_gluco_meter_with_25_strips_0.jpg,https://www.netmeds.com/non-prescriptions/accusure-simple-gluco-meter-with-25-strips,Rs. 657.80,"Rs. 1,495.00",56% OFF,True
Accu-Chek Active Test Strip 10's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/15578/accu_chek_active_test_strip_10s_0_1.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-active-test-strip-10-s,Rs. 378.25,Rs. 425.00,11% OFF,True
Accu-Chek Softclix Lancing Device,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/354272/accu_chek_softclix_lancing_device_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-softclix-lancing-device,Rs. 378.25,Rs. 425.00,11% OFF,True
Contour Plus Blood Glucose Monitor with 25 Strips,Mfr: Ascensia Diabetes Care,https://www.netmeds.com/images/product-v1/150x150/408498/contour_plus_blood_glucose_monitor_with_25_strips_0.jpg,https://www.netmeds.com/non-prescriptions/contour-plus-blood-glucose-monitor,"Rs. 1,404.00","Rs. 1,950.00",28% OFF,True
Accu-Chek Instant Test Strips 10's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/835773/accu_chek_instant_test_strips_10_s_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-instant-s-test-strips-10-s,Rs. 378.25,Rs. 425.00,11% OFF,True
Onetouch Ultra Soft Lancets 25's,Mfr: Lifescan Scotland Ltd,https://www.netmeds.com/images/product-v1/150x150/406403/onetouch_ultra_soft_lancets_25_s_0.jpg,https://www.netmeds.com/non-prescriptions/onetouch-ultra-soft-lancets-25-s,Rs. 148.75,Rs. 175.00,15% OFF,True
AccuSure Simple Gluco Test Strip 50's,Mfr: Microgene Diagnostic Systems Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/857449/accusure_simple_gluco_test_strip_50_s_0.jpg,https://www.netmeds.com/non-prescriptions/accusure-simple-gluco-test-strip-50-s,Rs. 977.50,"Rs. 1,150.00",15% OFF,True
Contour Plus One Meter with 25 Strips,Mfr: Ascensia Diabetes Care,https://www.netmeds.com/images/product-v1/150x150/801691/contour_plus_one_meter_with_25_strips_0.jpg,https://www.netmeds.com/non-prescriptions/contour-plus-one-meter-with-25-strips-device-1-s,"Rs. 1,391.13","Rs. 1,599.00",13% OFF,True
Accu-Chek Active Test Strip 25's,Mfr: Roche Diabetes Care Gmbh,https://www.netmeds.com/images/product-v1/150x150/15579/accu_chek_active_test_strip_25_s_0.jpg,https://www.netmeds.com/non-prescriptions/accu-chek-active-test-strip-25-s,Rs. 666.61,Rs. 749.00,11% OFF,True
SanNap Anti-Pollution Face Mask (N95),Mfr: DYEG,https://www.netmeds.com/images/product-v1/150x150/912970/sannap_anti_pollution_face_mask_n95_0_0.jpg,https://www.netmeds.com/non-prescriptions/sannap-anti-pollution-face-mask-n95-1s,Rs. 499.00,None,None,True
1Mile Disposable 3-Ply Face Mask - Blue 100's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/826348/1mile_disposable_3_ply_face_mask_blue_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/1-mile-disposable-3-ply-face-mask-100-s,"Rs. 1,000.00",None,None,True
Sahyog Wellness Hot Water Bottle/Bag - Red,Mfr: Sahyog Wellness,https://www.netmeds.com/images/product-v1/150x150/902226/sahyog_wellness_hot_water_bottle_bag_red_0_1.jpg,https://www.netmeds.com/non-prescriptions/sahyog-wellness-hot-water-bag-red,Rs. 183.00,Rs. 300.00,39% OFF,True
Sahyog Wellness Hot Water Bottle/Bag - Green,Mfr: Sahyog Wellness,https://www.netmeds.com/images/product-v1/150x150/902227/sahyog_wellness_hot_water_bottle_bag_green_0_1.jpg,https://www.netmeds.com/non-prescriptions/sahyog-wellness-hot-water-bag-green,Rs. 195.00,Rs. 300.00,35% OFF,True
Sahyog Wellness Hot Water Bottle/Bag - Blue,Mfr: Sahyog Wellness,https://www.netmeds.com/images/product-v1/150x150/902228/sahyog_wellness_hot_water_bottle_bag_blue_0_1.jpg,https://www.netmeds.com/non-prescriptions/sahyog-wellness-hot-water-bag-blue,Rs. 195.00,Rs. 300.00,35% OFF,True
Oxygize Oxygen can Stress Flavor 10 ltr,Mfr: Sms Multitech India Pvt Limited,https://www.netmeds.com/images/product-v1/150x150/827512/oxygize_oxygen_can_stress_flavor_10_ltr_0.jpg,https://www.netmeds.com/non-prescriptions/oxygize-stress-10-ltr,Rs. 600.00,None,None,True
TrueHb Hemometer Test Strips 50's,Mfr: Wrig Nanosystems Private Limited,https://www.netmeds.com/images/product-v1/150x150/921733/truehb_hemometer_test_strips_50s_0_0.jpg,https://www.netmeds.com/non-prescriptions/truehb-hemometer-test-strips-50s,"Rs. 2,200.00","Rs. 2,750.00",20% OFF,True
Wellon Dynamic Lumbo Sacral Belt Contoured (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827565/wellon_dynamic_lumbo_sacral_belt_contoured_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-dynamic-lumbo-sacral-belt-contoured-m-1-s,Rs. 712.30,Rs. 838.00,15% OFF,True
Wellon Dynamic Lumbo Sacral Belt Contoured (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827566/wellon_dynamic_lumbo_sacral_belt_contoured_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-dynamic-lumbo-sacral-belt-contoured-l-1-s,Rs. 712.30,Rs. 838.00,15% OFF,True
BodyGuard N95 + PM2.5 Anti Pollution Face Mask with Activated Carbon - Large,Mfr: Sirona Hygiene Private Limited,https://www.netmeds.com/images/product-v1/150x150/909477/bodyguard_n95_pm2_5_anti_pollution_face_mask_with_activated_carbon_large_0_0.jpg,https://www.netmeds.com/non-prescriptions/bodyguard-n95-pm2-5-anti-pollution-face-mask-with-activated-carbon-large-1s,Rs. 146.25,Rs. 225.00,35% OFF,True
BodyGuard N95 + PM2.5 Anti Pollution Face Mask with Activated Carbon - Small,Mfr: Sirona Hygiene Private Limited,https://www.netmeds.com/images/product-v1/150x150/909476/bodyguard_n95_pm2_5_anti_pollution_face_mask_with_activated_carbon_small_0_0.jpg,https://www.netmeds.com/non-prescriptions/bodyguard-n95-pm2-5-anti-pollution-face-mask-with-activated-carbon-small-1s,Rs. 146.25,Rs. 225.00,35% OFF,True
Oxysat Fingertip Pulse Oximeter,Mfr: Mitocon Biomed,https://www.netmeds.com/images/product-v1/150x150/921767/oxysat_fingertip_pulse_oximeter_0_0.jpg,https://www.netmeds.com/non-prescriptions/oxysat-fingertip-pulse-oximeter-1s,"Rs. 2,799.00",None,None,True
Wellon Breathable Lumbo Sacral Belt Double Strap (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827573/wellon_breathable_lumbo_sacral_belt_double_strap_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-breathable-lumbo-sacral-belt-double-strap-m-1-s,Rs. 702.95,Rs. 827.00,15% OFF,True
Wellon Chest Support (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827598/wellon_chest_support_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-chest-support-l-1-s,Rs. 312.80,Rs. 368.00,15% OFF,True
Wellon Abdominal Binder (4Stays) (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827588/wellon_abdominal_binder_4stays_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-abdominal-binder-4stays-l-1-s,Rs. 428.40,Rs. 504.00,15% OFF,True
Wellon Cervical Orthosis (Philadelphia Collar) (S),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827613/wellon_cervical_orthosis_philadelphia_collar_s_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-cervical-orthosis-philadelphia-collar-s-1-s,Rs. 890.80,"Rs. 1,048.00",15% OFF,True
Wellon Cervical Orthosis (Philadelphia Collar) (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827614/wellon_cervical_orthosis_philadelphia_collar_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-cervical-orthosis-philadelphia-collar-m-1-s,Rs. 890.80,"Rs. 1,048.00",15% OFF,True
Wellon Cervical Collar Hard Adjustable (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827611/wellon_cervical_collar_hard_adjustable_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-cervical-collar-hard-adjustable-l-1-s,Rs. 285.60,Rs. 336.00,15% OFF,True
Wellon Cock-Up Splint with Thumb (Right Hand) (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827628/wellon_cock_up_splint_with_thumb_right_hand_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-cock-up-splint-with-thumb-right-hand-l-1-s,Rs. 623.05,Rs. 733.00,15% OFF,True
Wellon Elastic Forearm Splint (Left Hand) (S),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827625/wellon_elastic_forearm_splint_left_hand_s_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-forearm-splint-left-hand-s-1-s,Rs. 312.80,Rs. 368.00,15% OFF,True
Wellon Elastic Knee Support Hinged - Tubular (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827660/wellon_elastic_knee_support_hinged_tubular_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-knee-support-hinged-tubular-m-1-s,Rs. 355.30,Rs. 418.00,15% OFF,True
Wellon Elastic Knee Support Hinged - Tubular (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827661/wellon_elastic_knee_support_hinged_tubular_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-knee-support-hinged-tubular-l-1-s,Rs. 355.30,Rs. 418.00,15% OFF,True
Wellon Knee Immobilizer (Short) (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827652/wellon_knee_immobilizer_short_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-knee-immobilizer-short-m-1-s,Rs. 473.45,Rs. 557.00,15% OFF,True
Wellon Knee Immobilizer (Long) (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827648/wellon_knee_immobilizer_long_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-knee-immobilizer-long-m-1-s,Rs. 712.30,Rs. 838.00,15% OFF,True
Wellon Knee Immobilizer (Short) (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827649/wellon_knee_immobilizer_short_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-knee-immobilizer-short-l-1-s,Rs. 473.45,Rs. 557.00,15% OFF,True
Wellon Adjustable Pouch Arm Sling - Tropical (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827679/wellon_adjustable_pouch_arm_sling_tropical_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-adjustable-pouch-arm-sling-tropical-l-1-s,Rs. 196.35,Rs. 231.00,15% OFF,True
Wellon Elastic Knee Support (Knee Cap) (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827672/wellon_elastic_knee_support_knee_cap_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-knee-support-knee-cap-l-1-s,Rs. 214.20,Rs. 252.00,15% OFF,True
Wellon Adjustable Pouch Arm Sling- Baggy (L),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827675/wellon_adjustable_pouch_arm_sling_baggy_l_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-adjustable-pouch-arm-sling-baggy-l-1-s,Rs. 259.25,Rs. 305.00,15% OFF,True
Wellon Elastic Knee Support Open Patella (XL),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827669/wellon_elastic_knee_support_open_patella_xl_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-knee-support-open-patella-xl-1-s,Rs. 303.45,Rs. 357.00,15% OFF,True
Wellon Elastic Knee Support Open Patella (S),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827670/wellon_elastic_knee_support_open_patella_s_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-knee-support-open-patella-s-1-s,Rs. 303.45,Rs. 357.00,15% OFF,True
Wellon Elastic Knee Support Open Patella (M),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827671/wellon_elastic_knee_support_open_patella_m_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-elastic-knee-support-open-patella-m-1-s,Rs. 303.45,Rs. 357.00,15% OFF,True
Wellon Dynamic Knee Support Hinged (Open Patella) (XL),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827667/wellon_dynamic_knee_support_hinged_open_patella_xl_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-dynamic-knee-support-hinged-open-patella-12-xl-1-s,Rs. 589.05,Rs. 693.00,15% OFF,True
Wellon Arm String Strap (XL),Mfr: Mana Life Care P Ltd,https://www.netmeds.com/images/product-v1/150x150/827692/wellon_arm_string_strap_xl_0.jpg,https://www.netmeds.com/non-prescriptions/wellon-arm-string-strap-xl-1-s,Rs. 131.75,Rs. 155.00,15% OFF,True
Xamax Coccyx Pro Orthopedic Seat Cushion (BTT303) - Black,Mfr: Xamax Ergonomics Private Limited,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/xamax-coccyx-pro-orthopedic-seat-cushion-btt303-black-1s,"Rs. 1,750.00",None,None,True
Xamax Coccyx Pro Orthopedic Seat Cushion (BTT303) - Blue,Mfr: Xamax Ergonomics Private Limited,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/xamax-coccyx-pro-orthopedic-seat-cushion-btt303-blue-1s,"Rs. 1,750.00",None,None,True
Xamax Coccyx Pro Plus Orthopedic Seat (BTT304) - Blue,Mfr: Xamax Ergonomics Private Limited,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/xamax-coccyx-pro-plus-orthopedic-seat-btt304-blue-1s,"Rs. 2,170.00",None,None,True
Xamax Coccyx Pro Orthopedic Seat Cushion (BTT303) - Grey,Mfr: Xamax Ergonomics Private Limited,https://www.netmeds.com/images/product-v1/150x150/default/no_image.png,https://www.netmeds.com/non-prescriptions/xamax-coccyx-pro-orthopedic-seat-cushion-btt303-grey-1s,"Rs. 1,750.00",None,None,True
