product_name,drug_varient,product_photo_url,product_url,final_price,original_price,offer,is_in_stock
AIO Latex Gloves Lightly Powdered (L) 100's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/901471/aio_latex_gloves_lightly_powdered_l_100s_0_0.jpg,https://www.netmeds.com/non-prescriptions/aio-latex-gloves-lightly-powdered-l-100s,Rs. 850.00,None,None,True
Patanjali Special Chyawanprash 500 gm,Mfr: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/406038/patanjali_special_chyawanprash_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/patanjali-special-chyawanprash-500gm,Rs. 132.30,Rs. 135.00,2% OFF,True
1Mile Protective Face Shield - Be Alert (400 Micron),Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/915418/1mile_protective_face_shield_be_alert_400_micron_0_0.jpg,https://www.netmeds.com/non-prescriptions/1mile-protective-face-shield-be-alert-400-micron-1s,Rs. 129.00,None,None,True
Covid-19 Immunity Booster Pack (Vitamin C Strips + Vitamin D Strips) 120's,Mfr: Bonayu Lifesciences Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/915379/covid_19_immunity_booster_pack_vitamin_c_strips_vitamin_d_strips_120s_0_1.jpg,https://www.netmeds.com/non-prescriptions/covid-19-immunity-booster-pack-vitamin-c-strips-vitamin-d-strips-120s,"Rs. 1,058.00","Rs. 1,150.00",8% OFF,True
1Mile Protective Face Shield - Be Alert (400 Micron) 10's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/915420/1mile_protective_face_shield_be_alert_400_micron_10s_0_0.jpg,https://www.netmeds.com/non-prescriptions/1mile-protective-face-shield-be-alert-400-micron-10s,Rs. 549.00,None,None,True
1Mile Latex Examination Gloves (L) 100's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/826347/1mile_examination_gloves_l_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/1-mile-examination-gloves-l-100-s,Rs. 850.00,None,None,True
INLIFE Immunity Plus Capsules 60's,Mfr: Inlife Pharma Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/858531/inlife_immunity_plus_capsules_60_s_0.jpg,https://www.netmeds.com/non-prescriptions/inlife-immunity-plus-immune-booster-for-men-women-antioxidant-supplement-capsule-60-s,Rs. 313.85,Rs. 699.00,55.1% OFF,True
Dettol Antiseptic Liquid 550 ml,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/835057/dettol_antiseptic_liquid_550_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-antiseptic-liquid-550-ml,Rs. 176.91,None,None,True
1Mile Protective Face Shield - Be Alert (400 Micron) 5's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/915419/1mile_protective_face_shield_be_alert_400_micron_5s_0_0.jpg,https://www.netmeds.com/non-prescriptions/1mile-protective-face-shield-be-alert-400-micron-5s,Rs. 299.00,None,None,True
Kapiva Wild Amla Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821278/kapiva_amla_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-amla-juice-1-l-1l,Rs. 176.00,Rs. 220.00,20% OFF,True
Ciphands Professional CHG Handrub Solution 500 ml,Mfr: Cipla Ltd(Otc),https://www.netmeds.com/images/product-v1/150x150/914762/ciphands_professional_chg_handrub_solution_500_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/ciphands-professional-chg-handrub-500-ml,Rs. 199.20,Rs. 249.00,20% OFF,True
Floh Non Contact Digital Infrared Thermometer (PG-IRT1602),Mfr: Guangzhou AXD Electronic Co Ltd,https://www.netmeds.com/images/product-v1/150x150/912655/floh_non_contact_digital_infrared_thermometer_pg_irt1602_0_0.jpg,https://www.netmeds.com/non-prescriptions/floh-non-contact-digital-infrared-thermometer-pg-irt1602-1s,"Rs. 1,499.75","Rs. 5,999.00",75% OFF,True
Ciphands Antiseptic Hand Sanitizer 100 ml,Mfr: Cipla Ltd(Otc),https://www.netmeds.com/images/product-v1/150x150/908599/ciphands_antiseptic_hand_sanitizer_100_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/ciphands-antiseptic-hand-sanitizer-100-ml,Rs. 35.00,Rs. 50.00,30% OFF,True
Four Seasons Ayurveda Giloy Juice 500 ml,Mfr: Veloce Herbals Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/902622/four_seasons_ayurveda_giloy_juice_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/four-seasons-ayurveda-giloy-juice-juice-500-ml,Rs. 160.00,None,None,True
Fyne Hand Sanitizer 5 litre,Mfr: Cavinkare Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/909752/fyne_hand_sanitizer_5_litre_0_0.jpg,https://www.netmeds.com/non-prescriptions/fyne-hand-sanitizer-5-litre,"Rs. 2,125.00","Rs. 2,500.00",15% OFF,True
Soft Hands Non-Sterile Latex Medical Examination Glove (M) 100's,Mfr: Medipride,https://www.netmeds.com/images/product-v1/150x150/909091/medipride_soft_hands_non_sterile_latex_medical_examination_glove_m_100s_0_0.jpg,https://www.netmeds.com/non-prescriptions/medipride-soft-hands-non-sterile-latex-medical-examination-glove-m-100s,"Rs. 1,220.00",None,None,True
Kapiva Thar Aloe Vera Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821277/kapiva_aloe_vera_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-vera-juice-1-l-1l,Rs. 265.00,None,None,True
3-Ply Disposable Surgical Face Mask 10's,Mfr: Yakhi Retail,https://www.netmeds.com/images/product-v1/150x150/912656/3_ply_disposable_surgical_face_mask_10s_0_0.jpg,https://www.netmeds.com/non-prescriptions/3-ply-disposable-surgical-face-mask-10s,Rs. 160.00,None,None,True
3-Ply Disposable Surgical Face Mask 100's,Mfr: Yakhi Retail,https://www.netmeds.com/images/product-v1/150x150/912659/3_ply_disposable_surgical_face_mask_100s_0_0.jpg,https://www.netmeds.com/non-prescriptions/3-ply-disposable-surgical-face-mask-100s,Rs. 520.00,"Rs. 1,000.00",48% OFF,True
3-Ply Disposable Surgical Face Mask 30's,Mfr: Yakhi Retail,https://www.netmeds.com/images/product-v1/150x150/912657/3_ply_disposable_surgical_face_mask_30s_0_0.jpg,https://www.netmeds.com/non-prescriptions/3-ply-disposable-surgical-face-mask-30s,Rs. 378.00,Rs. 420.00,10% OFF,True
FLOH Sharp Hand Sanitizer With 70% IPA & Vitamin E 500 ml,Mfr: Sharp Mint Limited,https://www.netmeds.com/images/product-v1/150x150/909500/floh_sharp_hand_sanitizer_with_70_ipa_vitamin_e_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/floh-sharp-hand-sanitizer-with-70-ipa-vitamin-e-500-ml,Rs. 137.50,Rs. 250.00,45% OFF,True
3-Ply Disposable Surgical Face Mask 50's,Mfr: Yakhi Retail,https://www.netmeds.com/images/product-v1/150x150/912658/3_ply_disposable_surgical_face_mask_50s_0_0.jpg,https://www.netmeds.com/non-prescriptions/3-ply-disposable-surgical-face-mask-50s,Rs. 402.00,Rs. 600.00,33% OFF,True
Baidyanath Chyawanprash Special 500 gm,Mfr: Shree Baidyanath Ayurved Bhawan Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/823674/baidyanath_chyawanprash_special_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/baidyanath-chyawanprash-special-500-gm,Rs. 166.50,Rs. 185.00,10% OFF,True
Medigree Protective Medical Coverall,Mfr: Medisales India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/911864/medigree_protective_medical_coverall_0_0.jpg,https://www.netmeds.com/non-prescriptions/medigree-protective-medical-coverall-1s,"Rs. 1,295.00",None,None,True
Sansu Sugar Free Immunity Booster Drink 500 ml,Mfr: Sansu Health Care,https://www.netmeds.com/images/product-v1/150x150/916061/sansu_sugar_free_immunity_booster_drink_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/sansu-sugar-free-immunity-booster-drink-500-ml,Rs. 180.00,None,None,True
Dr.Vaidya's Chakaash - Chyawanprash Toffee (Pack of 50),Mfr: Herbolab India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/838573/dr_vaidya_s_chakaash_chyawanprash_toffee_pack_of_50_x_188_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dr-vaidyas-chakaash-chyawanprash-toffee-pack-of-50-toffees-188-gm,Rs. 67.00,Rs. 100.00,33% OFF,True
1Mile Latex Examination Gloves (XS) 100's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/826344/1mile_examination_gloves_xs_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/1-mile-examination-gloves-xs-100-s,Rs. 850.00,None,None,True
Kapiva Aloe + Shilajeet Juice 1 ltr,Mfr: Adret Retail Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/821314/kapiva_aloe_shilajeet_juice_1_ltr_0_1.jpg,https://www.netmeds.com/non-prescriptions/kapiva-aloe-shilajeet-juice-1l-1l,Rs. 600.00,None,None,True
Baidyanath Chyawanprash Special 250 gm,Mfr: Shree Baidyanath Ayurved Bhawan Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/823673/baidyanath_chyawanprash_special_250_gm_0.jpg,https://www.netmeds.com/non-prescriptions/baidyanath-chyawanprash-special-250-gm,Rs. 89.10,Rs. 99.00,10% OFF,True
Axiom Jeevan Ras Wheat Grass Giloye Stem Juice 1 ltr,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824736/axiom_jeevan_ras_wheat_grass_giloye_stem_juice_1_ltr_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-wheat-grass-juice-1000-ml-500ml,Rs. 368.00,Rs. 460.00,20% OFF,True
Cura Herbal Hand Wash 500 ml,Mfr: CURA PHARMACEUTICALS,https://www.netmeds.com/images/product-v1/150x150/913277/cura_herbal_hand_wash_500_ml_0_0.jpg,https://www.netmeds.com/non-prescriptions/cura-herbal-hand-wash-500-ml,Rs. 199.00,None,None,True
Floh Disposable Defend 3-Ply Face Mask,Mfr: YIBIN Grace New Materials Ltd Corp,https://www.netmeds.com/images/product-v1/150x150/913098/floh_disposable_defend_3_ply_face_mask_0_0.jpg,https://www.netmeds.com/non-prescriptions/floh-disposable-defend-3-ply-face-mask-1s,Rs. 249.00,None,None,True
KN95 Face Mask (Pack of 2),Mfr: Ankang XHK Industrial Development Co Ltd,https://www.netmeds.com/images/product-v1/150x150/912661/kn95_face_mask_pack_of_2_0_0.jpg,https://www.netmeds.com/non-prescriptions/kn95-face-mask-pack-of-2-1s,Rs. 560.00,Rs. 700.00,20% OFF,True
LFC N95 Mask 1's,Mfr: LFC Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/916058/lfc_n95_mask_1s_0_0.jpg,https://www.netmeds.com/non-prescriptions/lfc-n95-mask-1s,Rs. 95.00,None,None,True
Axiom Jeevan Ras Peepal Juice 500 ml,Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/824705/axiom_jeevan_ras_peepal_juice_500_ml_0.jpg,https://www.netmeds.com/non-prescriptions/jeevan-ras-pipal-swaras-juice-500ml,Rs. 200.00,Rs. 250.00,20% OFF,True
Dettol Liquid Handwash - Skincare 200 ml,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/410014/dettol_liquid_handwash_skincare_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-skin-care-ph-balanced-handwash-200ml,Rs. 79.00,None,None,True
Dabur Honey Squeezy 400 gm (Buy 1 Get 1 Free),Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/899743/dabur_honey_squeezy_400_gm_buy_1_get_1_free_0_3.jpg,https://www.netmeds.com/non-prescriptions/dabur-honey-squeezy-400-gm-buy-1-get-1-free,Rs. 300.00,None,None,True
Kerala Ayurveda Chyavanprash 500 gm,Mfr: Kerala Ayurveda Ltd,https://www.netmeds.com/images/product-v1/150x150/825079/kerala_ayurveda_chyavanprash_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/kerala-ayurveda-chyavanprash-500-gm,Rs. 187.00,Rs. 220.00,15% OFF,True
Sanfe KN95 Face Mask,Mfr: Redroom Technology Private Limited,https://www.netmeds.com/images/product-v1/150x150/914127/sanfe_kn95_face_mask_0_1.jpg,https://www.netmeds.com/non-prescriptions/sanfe-kn95-face-mask-1s,Rs. 129.13,Rs. 349.00,63% OFF,True
Sanfe KN95 Face Mask (Pack of 2),Mfr: Redroom Technology Private Limited,https://www.netmeds.com/images/product-v1/150x150/914131/sanfe_kn95_face_mask_pack_of_2_0_1.jpg,https://www.netmeds.com/non-prescriptions/sanfe-kn95-face-mask-pack-of-2-1s,Rs. 251.28,Rs. 698.00,64% OFF,True
Axiom Herbasip Immuno Booster Juice Shots (Pack of 6 X 50 ml),Mfr: Axiom,https://www.netmeds.com/images/product-v1/150x150/856945/axiom_herbasip_immuno_booster_juice_shots_pack_of_6_x_50_ml_0.jpg,https://www.netmeds.com/non-prescriptions/herbasip-immuno-booster-juice-shots-pack-of-6-shots-x-50-ml,Rs. 144.00,Rs. 180.00,20% OFF,True
Sanfe N95 Face Mask,Mfr: Redroom Technology Private Limited,https://www.netmeds.com/images/product-v1/150x150/914126/sanfe_n95_face_mask_0_2.jpg,https://www.netmeds.com/non-prescriptions/sanfe-n95-face-mask-1s,Rs. 147.63,Rs. 399.00,63% OFF,True
Sanfe N95 Face Mask (Pack of 2),Mfr: Redroom Technology Private Limited,https://www.netmeds.com/images/product-v1/150x150/914130/sanfe_n95_face_mask_pack_of_2_0_1.jpg,https://www.netmeds.com/non-prescriptions/sanfe-n95-face-mask-pack-of-2-1s,Rs. 295.26,Rs. 798.00,63% OFF,True
SanNap Anti-Pollution Face Mask (N95),Mfr: DYEG,https://www.netmeds.com/images/product-v1/150x150/912970/sannap_anti_pollution_face_mask_n95_0_0.jpg,https://www.netmeds.com/non-prescriptions/sannap-anti-pollution-face-mask-n95-1s,Rs. 499.00,None,None,True
Dabur Honey 50 gm,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/12729/dabur_honey_50_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-honey-50-gm,Rs. 37.00,None,None,True
Dabur Chyawanprash Awaleha 250 gm,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/12748/dabur_chyawanprash_awaleha_250_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-chyawanprash-awaleha-250g,Rs. 99.00,None,None,True
Dabur Chyawanprakash Sugarfree 500 gm,Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/411206/dabur_chyawanprakash_sugarfree_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dabur-chyawanprakash-sugarfree-powder-500gm,Rs. 210.00,None,None,True
Dettol pH Balanced Handwash Refill - Skincare 175 ml,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/412368/dettol_ph_balanced_handwash_refill_skincare_175_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-skincare-ph-balanced-hand-wash-refill-175ml,Rs. 40.00,None,None,True
Dettol pH Balanced Handwash - Skincare 900 ml,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/15124/dettol_ph_balanced_handwash_skincare_900_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-skincare-ph-balanced-handwash-900ml,Rs. 209.00,None,None,True
1Mile Disposable 3-Ply Face Mask - Green 100's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/851284/1mile_disposable_3_ply_face_mask_green_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/1-mile-disposable-3-ply-face-mask-green-100-s,Rs. 525.00,None,None,True
1Mile Disposable 3-Ply Face Mask - White 100's,Mfr: 1 Mile Healthcare,https://www.netmeds.com/images/product-v1/150x150/851283/1mile_disposable_3_ply_face_mask_white_100_s_0.jpg,https://www.netmeds.com/non-prescriptions/1-mile-disposable-3-ply-face-mask-white-100-s,Rs. 525.00,None,None,True
Sahyog Wellness Hot Water Bottle/Bag - Blue,Mfr: Sahyog Wellness,https://www.netmeds.com/images/product-v1/150x150/902228/sahyog_wellness_hot_water_bottle_bag_blue_0_1.jpg,https://www.netmeds.com/non-prescriptions/sahyog-wellness-hot-water-bag-blue,Rs. 195.00,Rs. 300.00,35% OFF,True
Savlon Herbal Sensitive Hand Wash 200 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/412697/savlon_herbal_sensitive_hand_wash_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/savlon-herbal-sensitive-hand-wash-200ml-free-savlon-hand-wash-refill-185ml,Rs. 95.00,None,None,True
Savlon Herbal Sensitive Hand Wash 750 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/852577/savlon_herbal_sensitive_hand_wash_750_ml_0_1.jpg,https://www.netmeds.com/non-prescriptions/savlon-herbal-sensitive-hand-wash-750-ml,Rs. 169.00,None,None,True
Savlon Moisture Shield Hand Wash 750 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/852578/savlon_moisture_shield_hand_wash_750_ml_0_2.jpg,https://www.netmeds.com/non-prescriptions/savlon-moisture-shield-hand-wash-750-ml,Rs. 169.00,None,None,True
Savlon Moisture Shield Hand Wash 200 ml,Mfr: Itc India Ltd,https://www.netmeds.com/images/product-v1/150x150/412632/savlon_moisture_shield_hand_wash_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/savlon-moisture-shield-hand-wash-200ml,Rs. 95.00,None,None,True
Sri Sri Tattva Chyawanprash Tonic 250 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824337/sri_sri_tattva_chyawanprash_tonic_250_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-chyawanprash-250gm,Rs. 104.50,Rs. 110.00,5% OFF,True
Sri Sri Tattva Chyawanprash Tonic 500 gm,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824338/sri_sri_tattva_chyawanprash_tonic_500_gm_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-chyawanprash-500gm,Rs. 204.25,Rs. 215.00,5% OFF,True
Sri Sri Tattva Chyawanprash Tonic 1 kg,Mfr: Sriveda Sattva Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/824339/sri_sri_tattva_chyawanprash_tonic_1_kg_0.jpg,https://www.netmeds.com/non-prescriptions/srisri-tattva-chyawanprash-1kg,Rs. 389.50,Rs. 410.00,5% OFF,True
Dettol Disinfectant Liquid - Menthol Cool 200 ml,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/412801/dettol_disinfectant_liquid_menthol_cool_200_ml_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-disinfectant-menthol-cool-liquid-200ml,Rs. 93.10,Rs. 98.00,5% OFF,True
Dettol Soap - Original 125 gm,Mfr: Reckitt Benckiser India Ltd,https://www.netmeds.com/images/product-v1/150x150/410284/dettol_soap_original_125_gm_0.jpg,https://www.netmeds.com/non-prescriptions/dettol-original-soap-125gm,Rs. 47.50,Rs. 50.00,5% OFF,True
